what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1414589952654
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.text.contentAssist.proposals,1414589963255
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1414589965150
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.saveAll,1414589966632
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1414589968534
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1414589973869
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589976043
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589976191
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1414589976291
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1414589978578
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.saveAll,1414589980457
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1414589991436
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1414589993715
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1414589995539
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1414589997480
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.saveAll,1414589999322
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1414590002596
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.saveAll,1414590004505
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1414590040581
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1414590043708
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1414590054330
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414590183777
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414590186169
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414590187630
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414590210939
