what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1414589116914
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1414589159813
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589161486
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589228898
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1414589233369
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589252143
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589258297
executed,command,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.edit.text.java.create.getter.setter,1414589258385
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1414589261357
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1414589264841
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589265581
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589287138
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589288738
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589292340
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1414589349481
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589350655
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589351612
started,bundle,org.eclipse.pde.api.tools.ui,1.0.0.v20080603,org.eclipse.pde.api.tools.ui,1414589354680
started,bundle,org.eclipse.mylyn.java.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.java.ui,1414589354768
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.text.contentAssist.proposals,1414589355276
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.text.contentAssist.proposals,1414589368297
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589369653
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589370302
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.text.contentAssist.proposals,1414589370878
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1414589373707
