what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1414589374059
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.text.contentAssist.proposals,1414589376821
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1414589381322
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589382214
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589387835
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589388479
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589390384
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1414589410158
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589439874
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589447696
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1414589456471
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1414589458246
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1414589466904
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589477588
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589479114
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.text.contentAssist.proposals,1414589484382
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1414589492694
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1414589494930
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589506156
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589523758
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.text.contentAssist.proposals,1414589538656
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1414589542502
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589547225
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589551794
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1414589553000
